RBD;NOMBRE;DEPENDENCIA;DIRECCIÓN;REGION;COMUNA;DIRECTOR/A;E- MAIL DIRECTOR/A;TELEFONO;E- MAIL ESTABLECIMIENTO ;Discapacidad Auditiva;Discapacidad Intelectual;Discapacidad Visual; Trastornos Específicos del Lenguaje; Transtornos Motores; Autismo; Discapacidad Graves Alteraciones en la Capacidad de Relación y Comunicación; Discapacidad Múltiple; Sordoceguera
31249;ESCUELA ESPECIAL DE LENG CON AGUA DEL CIELO;Particular Subvencionado;LLICO 1058 S/N;13;SAN MIGUEL;ROMINA DOMINIQUE CASTILLO MOSCOSO;ROMIC.MOSCOSO@GMAIL.COM;02-7928740;CONAGUADECIELO@GMAIL.COM;;;;ü;;;;;
31250;ESCUELA  ESPECIAL DE  LENGUAJE  VICUÑA;Particular Subvencionado;VICUÑA ROZAS 6066;13;QUINTA NORMAL;VIVIANKA TAMARA BURGOS CANDIA;VIVIANKABURGOS@HOTMAIL.COM;02-27746750;ESCUELAVICUNA@GMAIL.COM;;;;ü;;;;;
31251;ESCUELA ESP. DE LENGUAJE LOS TRES REYES MAGOS;Particular Subvencionado;AVENIDA O´HIGGINS 361;13;QUILICURA;KARINA ANDREA OGAZ OLGUÍN;ESCUELA.LOS3REYESMAGOS@GMAIL.COM;2-29369837;ESCUELA.LOS3REYESMAGOS@GMAIL.COM;;;;ü;;;;;
31254;ESCUELA ESPECIAL Nº 2385 VALLE HERMOSO;Particular Subvencionado;ROCA VIVA 9731;13;PEÑALOLÉN;JUAN ALBERTO SEGUEL HERMOSILLA;JUAN.SEGUEL2006@GMAIL.COM;02-2784128;JUAN.SEGUEL2006@GMAIL.COM;;ü;;ü;;;;;
31256;ESCUELA  ESPECIAL  DAMASQUITO;Particular Subvencionado;PADRE JAIME LARRAÍN 395 (EX LUIS INFANTE CERDA).ESTACIÓN CENTRAL 395;13;ESTACIÓN CENTRAL;ROSA CECILIA CORDERO RIQUELME;CCORDERORIQUELME@GMAIL.COM;02-29869413;ESCUELADAMASQUITO@GMAIL.COM;;;;ü;;;;;
31257;ESCUELA ESP. Y PARV. EXPLORADORES DEL MUNDO;Particular Subvencionado;PASAJE FILODENDRO DIEZ 18844;13;MAIPÚ;MARIO JORGE RÍOS CANTILLANA;PROFERIOSCANTILLANA@GMAIL.COM;02-5376589;EXPLORADORES@SOCIEDADEDUCACIONAL.CL;;;;ü;;;;;
31259;ESC. DE LENGUAJE Nº 2388 ARCOIRIS DE PALABRAS;Particular Subvencionado;RAMÓN CRUZ 2639;13;MACUL;MARÍA JOSÉ MORALES SANDOVAL;ESCUELA2011.DIRECCION@GMAIL.COM;2-22711445;ESCUELARCOIRISDEPALABRAS@GMAIL.COM;;;;ü;;;;;
31261;ESCUELA ESPECIAL EL AGUILA Y EL ROBLE;Particular Subvencionado;ROJAS MAGALLANES 145 S/N;13;LA FLORIDA;MARINA MÓNICA MOLINA MUÑOZ;MONIMOLI8@HOTMAIL.COM;02-9866945;ELAGUILAYELROBLE@GMAIL.COM;;;;ü;;;;;
31270;ESCUELA ESPECIAL KAYROS KIDS;Particular Subvencionado;TERCERA AVENIDA 945 945;13;PADRE HURTADO;PAULA KARINA ULLOA MUÑOZ;ESCUELAKAYROSKIDS@GMAIL.COM;22-5061475;ESCUELAKAYROSKIDS@GMAIL.COM;;;;ü;;;;;
31275;LA NONI ESCUELA DE PARVULOS Y LENGUAJE;Particular Subvencionado;NUEVA LEON 12424;13;EL BOSQUE;ELENA DEL ROSARIO HEIDEN CASTRO;MARITONE@HOTMAIL.COM;02-5618427;COLEGIO.LANONI@GMAIL.COM;;;;ü;;;;;
31277;ESC. ESP. DE LENGUAJE SAN  EXPEDITO;Particular Subvencionado;LAS MADRESELVAS 821;13;LO PRADO;KARIN ANDREA GUZMÁN ZÚÑIGA;ESCUELASANEXPEDITO@GMAIL.COM;22-7720664;ESCUELASANEXPEDITO@GMAIL.COM;;;;ü;;;;;
31280;ESCUELA ESPECIAL ALIANZA MISIONERA;Particular Subvencionado;EL PARRONAL 265;13;PADRE HURTADO;KARINA MACIEL ARAYA MORENO;COLEGIOALIANZAMISIONERA@GMAIL.COM;02-8341132;COLEGIOALIANZAMISIONERA@GMAIL.COM;;;;ü;;;;;
31282;COLEGIO NOVA;Particular Subvencionado;JOSE MIGUEL CARRERA 300;13;LA FLORIDA;DANIELLA ALEXANDRA TORO SAAVEDRA;NOVACOLEGIO@GMAIL.COM;02-27921332;NOVACOLEGIO@GMAIL.COM;;;;ü;;;;;
31283;ESCUELA LENG. Y PARVULOS  HORMIGUITA;Particular Subvencionado;RAMÓN CARVALLO 563;13;LA CISTERNA;ROSSANA CECILIA ARRIAGADA VICENCIO;ROSSANAA18@HOTMAIL.COM;02-9366484;ESCUELAHORMIGUITA@GMAIL.COM;;;;ü;;;;;
31285;ESCUELA ESPECIAL N°2395 MI FAMILIA EDUCA;Particular Subvencionado;DOCTOR RENE ANZIETA 170;13;QUILICURA;MARISOL DEL CARMEN CANDIA MARTÍNEZ;M.CAROLINACANDIA@GMAIL.COM;02-7613467;M.CAROLINACANDIA@GMAIL.COM;;;;ü;;;;;
31289;ESCUELA ESPECIAL DE LENGUAJE SOL;Particular Subvencionado;PARQUE DEL ESTE 6563;13;PUENTE ALTO;MERY ANN DE LAS MERCEDES DÍAZ CARRIZO;E.DELENGUAJE.CDELESTE@GMAIL.COM;02-2667528;E.DELENGUAJE.CDELESTE@GMAIL.COM;;;;ü;;;;;
31291;ESCUELA DE LENGUAJE  NUESTRO  HORIZONTE;Particular Subvencionado;LORENZO URCARAY 4484;13;QUINTA NORMAL;GLADYS ANDREA LÓPEZ ESPINOZA;ESCUELANUESTROHORIZONTE4484@GMAIL.COM;2-27863291;ESCUELANUESTROHORIZONTE4484@GMAIL.COM;;;;ü;;;;;
31292;ESCUELA ESPECIAL EL RIEL 2;Particular Subvencionado;CAN MENOR 3326;13;LO ESPEJO;IVÁN ARTURO CELIS ADASME;ESCUELA_ELRIEL@HOTMAIL.COM;00-7806617;ESCUELAELRIEL2@GMAIL.COM;;;;ü;;;;;
31297;ESCUELA DE LENGUAJE N°2399 GRANDES SUEÑOS;Particular Subvencionado;EL MARAI 1580;13;LAMPA;ANDREA EMILIA SÁNCHEZ VILLALOBOS;ANDREAEMILIA_@HOTMAIL.COM;02-7283094;ANDREAEMILIA_@HOLTMAIL.COM;;;;ü;;;;;
31303;ESCUELA ESPECIAL DE LENGUAJE AMANK`AY;Particular Subvencionado;LIONEL VALCARCE ROCCO 295;15;ARICA;MARÍA LUISA ROJAS CÁCERES;MARIALROJASC@GMAIL.COM;58-2473523;AMANKAY.ESCUELA@GMAIL.COM;;;;ü;;;;;
31304;ESCUELA ESPECIAL DE LENGUAJE RELMU;Particular Subvencionado;CANCHA RAYADA 4300;15;ARICA;INGRID ANGÉLICA HINOJOSA GONZÁLEZ;IFFHG@HOTMAIL.COM;58-2471620;ESCUELARELMU_ARICA@HOTMAIL.COM;;;;ü;;;;;
31308;ESCUELA ESPECIAL DE LENGUAJE PEQUEÑOS ESTRATEGAS;Particular Subvencionado;RIGOBERTO LETELIER 4252;15;ARICA;COLOMA MARINA NÚÑEZ SEPÚLVEDA;COLOMANUNEZ@HOTMAIL.COM;-;SOCIEDADEDUCACIONALNS@GMAIL.COM;;;;ü;;;;;
31326;ESCUELA ESPECIAL ATRAVIA;Particular Subvencionado;ESTADOS UNIDOS 8994;13;LA FLORIDA;RITA LILIANA GONZÁLEZ MOLINA;DIRECCION@ATRAVIAFLORIDA.CL;00-27119315;ATRAVIAFLORIDA@GMAIL.COM;;ü;;;;;;;
31329;ESCUELA DE  LENGUAJE HELLO CHILDREN;Particular Subvencionado;AV GLADYS MARÍN 6955;13;ESTACIÓN CENTRAL;ALEJANDRA MACARENA ZAPATA PERALTA;JARDINYSALACUNAHELLOCHILDREN@YAHOO.ES;02-9965816;ESCUELA.HELLOCHILDREN@GMAIL.COM;;;;ü;;;;;
31330;ESCUELA DE LENGUAJE CHILE;Particular Subvencionado;LOS CLARINES 8153;13;SAN RAMÓN;IVÓN DEL CARMEN CEA MEJÍAS;ICEAM3@YAHOO.ES;09-45464399;ESCUELALENGUAJECHILE@GMAIL.COM;;;;ü;;;;;
31331;ESCUELA ESPECIAL DIFERENCIAL SAGRADO CORAZON;Particular Subvencionado;LOS CANELOS 55;13;SAN BERNARDO;GLORIA AURORA FUENTEALBA LÓPEZ;SAGRADOCORAZON.DIRECTORA@GMAIL.COM;02-24043444;SAGRADO.CORAZON.LTDA@HOTMAIL.COM;;ü;;;;;;;
31333;ESCUELA ESPECIAL PLAZUELA ENCANTADA II;Particular Subvencionado;HOLANDA 98;13;PUENTE ALTO;DAISY VANESSA MIRANDA MIRANDA;PLAZUELAENCANTADA@GMAIL.COM;02-7914475;PLAZUELAENCANTA2@GMAIL.COM;;;;ü;;;;;
31334;ESCUELA DE LENGUAJE HABLANDO SIN PARAR;Particular Subvencionado;CAPITAN AVALOS 11433;13;EL BOSQUE;ANDREA CECILIA PARRA ROJAS;ESCUELAHABLANDOSINPARAR@GMAIL.COM;22-5282462;ESCUELAHABLANDOSINPARAR@GMAIL.COM;;;;ü;;;;;
31335;ESCUELA ESPECIAL JAVIERA CARRERA;Particular Subvencionado;LOS CANELOS 905;13;TALAGANTE;BERNARDA DEL CARMEN VARGAS ZURITA;ESCUELAJAVIERACARRERA@HOTMAIL.COM;02-;ESCUELAJAVIERACARRERA@HOTMAIL.COM;;;;ü;;;;;
31341;ESCUELA ESPECIAL DE LENGUAJE SAN ANTONIO;Particular Subvencionado;COVADONGA NUEVA 1368;2;ANTOFAGASTA;MARÍA ISABEL MUÑOZ FELDMAN;MISABELMUNOZF@HOTMAIL.COM;55-953534;ESCUELASANANTONIOANTOFAGASTA@GMAIL.COM;;;;ü;;;;;
31350;ESCUELA ESPECIAL DE LENGUAJE EL CERESITO;Particular Subvencionado;#N/A;8;MULCHÉN;MARÍA FERNANDA GUTIÉRREZ PEZOA;ESCUELADELENGUAJEELCERECITO@GMAIL.COM;43-2531549;escueladelenguajeelcerecito@gmail.com;;;;ü;;;;;
31360;ESCUELA ESPECIAL N°189 `SAN VICENTE`;Particular Subvencionado;CAPITAN PEDRO ESTEBAN 1267;13;SAN BERNARDO;CATALINA INÉS NÚÑEZ MORALES;CATALINA.NM@GMAIL.COM;00-8584722;SANVICENTE.SB@GMAIL.COM;;;;ü;;;;;
31361;ESCUELA ESPECIAL MAGIC SCHOOL;Particular Subvencionado;MAYOR ABE 3023;13;MACUL;CYNTHIA NINETTE MEZA MOYA;CYNTHIAMEZAM@GMAIL.COM;02-9969338;DIRECCION@MAGICSCHOOL.CL;;;;ü;;;;;
31362;ESCUELA ESPECIAL TERRA BAMBINI;Particular Subvencionado;BUENOS AIRES 2300 LOS SILOS 2300;13;PADRE HURTADO;JEANETTE DEL CARMEN HERNÁNDEZ ESPINOZA;HERNANDEZ.JEANETTE@GMAIL.COM;22-8112132;LORENA_YAVAR@HOTMAIL.COM;;;;ü;;;;;
31363;ESCUELA ESPECIAL ALTA;Particular Subvencionado;LUIS GANDARILLAS 507;13;MAIPÚ;SUSANA ALEJANDRA ORELLANA VALDÉS;SUSANAORELLANA76@HOTMAIL.COM;22-6133169;SOLANGE_AVARIA@YAHOO.COM;;;;;;ü;;;
31364;ESCUELA DE LENGUAJE SANTA TERESA;Particular Subvencionado;SAN FRANCISCO 6235;13;CERRO NAVIA;CAROLINA ANDREA MIRANDA SÁEZ;ESCUELA.SANTATERESA2012@GMAIL.COM;02-32326196;ELIMARCHANT@HOTMAIL.COM;;;;ü;;;;;
31365;ESCUELA ESPECIAL MIS PRIMEROS PASITOS E.I.R.L;Particular Subvencionado;RAMON BARROS LUCO 8094;13;SAN RAMÓN;REINALDO ALFREDO ZAMORANO MORENO;MISPRIMEROSPASITOS.LENGUAJE@GMAIL.COM;02-4031509;MISPRIMEROSPASITOS.LENGUAJE@GMAIL.COM;;;;ü;;;;;
31366;ESCUELA ESPECIAL N° 2410 GRANJERITOS;Particular Subvencionado;AV. SAN GREGORIO 748;13;LA GRANJA;MARÍA FRANCISCA BAEZ MONASTERIO;DGRANJERITOS@GMAIL.COM;00-22913730;EGRANJERITOS@GMAIL.COM;;;;ü;;;;;
31369;ESCUELA ESPECIAL N° 190 - SAN BERNARDO;Particular Subvencionado;FONTECILLA 45;13;SAN BERNARDO;CLAUDIA ALEJANDRA RIVAS AGUILERA;CLAUSANBERNARDO@GMAIL.COM;02-28792035;UTPSANBERNARDO@YAHOO.COM;;ü;;ü;;;;;
31371;ESCUELA ESPECIAL MI CLUB RYMAI;Particular Subvencionado;MAX JARA 10187;13;LA GRANJA;MARÍA ISABEL ZAMORANO MEYER;MICLUBRYMAI@HOTMAIL.COM;02-5461561;MICLUBRYMAI@HOTMAIL.COM;;;;ü;;;;;
31374;ESCUELA  ESPECIAL  MELODIAS  MAGICAS;Particular Subvencionado;AVENIDA MONSEÑOR LARRAIN 1108;13;TALAGANTE;PRISCILLA LORIENT ROJAS PÉREZ;PRISCITAL@HOTMAIL.COM;02-8145575;ESCUELAMELODIASMAGICAS@GMAIL.COM;;;;ü;;;;;
31377;ESCUELA ESPECIAL N° 2413, PEUMAYEN;Particular Subvencionado; ;13;LAMPA;MARÍA CECILIA DE LA PAZ VILLARROEL;ESCUELA.ESPECIAL.PEUMAYEN@GMAIL.COM;02-27022421;escuela.especial.peumayen@gmail.com;;ü;;;;;;;
31380;ESCUELA ESPECIAL N°192 DE COLORES;Particular Subvencionado;AVENIDA FRANCISCO DE CAMARGO 13476;13;SAN BERNARDO;CAROLINA ANDREA LAZO TERREROS;CAROLINA.LAZO.T@GMAIL.COM;02-5022420;TUESCUELADECOLORES@GMAIL.COM;;;;ü;;;;;
31381;ESCUELA ESPECIAL EL CASTILLO DE LOS TRES HERMANOS;Particular Subvencionado;POETA ANGEL CRUCHAGA 1541;13;LA REINA;DANIELA PAZ PADILLA TAPIA;ELCASTILLODELOSTRESHERMANOS@GMAIL.COM;02-28489343;ELCASTILLODELOSTRESHERMANOS@GMAIL.COM;;;;ü;;;;;
31383;ESCUELA DE PARV. Y ESPECIAL MI PEQUEÑO DELFIN;Particular Subvencionado;SAN JAVIER 345;13;PEÑAFLOR;JOCELYNE MACARENA MUÑOZ NOVOA;ESANJAVIER@GMAIL.COM;02-8144570;ESANJAVIER@GMAIL.COM;;;;ü;;;;;
31389;SEMBRANDO PALABRAS;Particular Subvencionado;LAGUNA SALADA 1640;13;PEÑALOLÉN;MARIELA ANDREA MOLINA SALINAS;DIRECTORA.UTP@SEMBRANDOPALABRAS.CL;22-28852626;ESCUELA@SEMBRANDOPALABRAS.CL;;;;ü;;;;;
31390;ESCUELA ESPECIAL ESCUELITA MANZANITA;Particular Subvencionado;SAN ALBERTO 1561;13;PUENTE ALTO;KAREN ANDREA SALAS SILVA;KARENSALAS@HOTMAIL.CL;02-22654129;ESCUELADELENGUAJEMANZANITA@HOTMAIL.CL;;;;ü;;;;;
31396;ESCUELA ESPECIAL Nº 192 MONTESSORI DESPERTANDO PALABRAS;Particular Subvencionado;AUGUSTO ESPINOZA 94;13;PEÑAFLOR;TATIANA VALESKA SAN MARTÍN CASTILLO;TSMCASTILLO@GMAIL.COM;02-65452787;TSMCASTILLO@GMAIL.COM;;;;ü;;;;;
31412;ESCUELA ESPECIAL DE LENGUAJE LAS AMÉRICAS;Particular Subvencionado;#N/A;5;VILLA ALEMANA;ERIKA PATRICIA CABRERA ORTEGA;DIRECTORA.PATRICIA@GMAIL.COM;-;patty.cerna@gmail.com;;;;ü;;;;;
31421;COLEGIO TERRA ANDINA;Particular Subvencionado;LAGO TARAHUIN 4525;13;PUENTE ALTO;CAROLA DE LOURDES VALDIVIA DÍAZ;VALDIVIACAROLA033@GMAIL.COM;02-23018404;COLEGIO.TERRA.ANDINA@GMAIL.COM;;;;ü;;;;;
31423;ESCUELA  ESPECIAL  APRENDIENDO;Particular Subvencionado;ALMIRANTE RIVEROS 919;13;SAN BERNARDO;ALEJANDRA ANDREA VEGA MORAGA;ALEJANDRA_ANDREA_V@HOTMAIL.COM;02-28577254;ESCUELA.APRENDIENDO@GMAIL.COM;;;;ü;;;;;
31424;ESCUELA DE LENGUAJE AMUILLAN;Particular Subvencionado;AVENIDA AMÉRICO VESPUCIO 401;13;PUDAHUEL;XIMENA MARCELA NÚÑEZ OLIVARES;XIMENA.N.O@GMAIL.COM;02-27490238;ESCUELAHAPPYKIDS@GMAIL.COM;;;;ü;;;;;
31427;ESCUELA ESPECIAL Nº228 DE LENGUAJE ANDALIEN;Particular Subvencionado;ANDALIÉN 137;13;PUENTE ALTO;RUTH ALEJANDRA BUSTAMANTE ACUÑA;RUTHBUSTAMANTE@GMAIL.COM;56-28486423;ESCUELAANDALIEN@HOTMAIL.COM;;;;ü;;;;;
31431;ESCUELA ESPECIAL N°194 DE LENGUAJE NUEVO MUNDO;Particular Subvencionado;AVENIDA 21 DE MAYO 4112;13;PEÑAFLOR;ENRIQUE ORLANDO VALDIVIA MORA;VALDIVIA.ENRIQUE5@GMAIL.COM;02-28126323;ESCUELANUEVOMUNDOPENAFLOR@GMAIL.COM;;;;ü;;;;;
31433;ESCUELA ESPECIAL N° 2045 THE ALMOND SCHOOL;Particular Subvencionado;CELANOVA 1893;13;LA PINTANA;RITA JOSEFINA VERGARA TERÁN;THEALMONDSCHOOL@GMAIL.COM;-;THEALMONDSCHOOL@GMAIL.COM;;;;ü;;;;;
31435;ESCUELA ESPECIAL NUESTRA SEÑORA DEL MAIPO;Particular Subvencionado;ARTURO PRAT 72;13;PUENTE ALTO;ALEJANDRA PAOLA ÓRDENES GUERRERO;GOPITA@GMAIL.COM;02-28508386;ESCUELANUESTRASENORADELMAIPO@GMAIL.COM;;;;ü;;;;;
31436;ESCUELA ESPECIAL ENTREPEQUES;Particular Subvencionado;CALLE DEL TRIGAL 390;13;QUILICURA;JENNY CAROLINA BAEZA LOYOLA;ENTREPEQUES@MSN.COM;02-8883019;ENTREPEQUES@MSN.COM;;;;ü;;;;;
31437;ESCUELA ESPECIAL LUIS SEMBRADOR;Particular Subvencionado;CALLE 19 SUR 3820;13;LO ESPEJO;BERTA BETSABÉ RODRÍGUEZ GONZÁLEZ;DIRECCION@LUISSEMBRADOR2.CL;2-7800307;LAS.ESPIGAS@HOTMAIL.COM;;;;ü;;;;;
31440;ESCUELA ESPECIAL EL CASTILLO  ENCANTADO;Particular Subvencionado;AMBROSIO O`HIGGINS 1629;13;CERRO NAVIA;MARCELA PÍA CAROLINA JABRE MUÑOZ;PAULA.ELCASTILLOENCANTADO@GMAIL.COM;02-27724020;ELCASTILLOENCANTADO.CERRONAVIA@GMAIL.COM;;;;ü;;;;;
31441;ESCUELA ESPECIAL LICANCURA;Particular Subvencionado;LAS VIOLETAS 620;13;LA FLORIDA;ANGÉLICA PAOLA SALDÍVAR LÓPEZ;ESCUELA.LICANCURA@GMAIL.COM;02-22827774;ESCUELA.LICANCURA@GMAIL.COM;;;;ü;;;;;
31443;ESCUELA ESPECIAL DE LENGUAJE LORD COCHRANE;Particular Subvencionado;CALLE LORD COCHRANE 2444;5;QUILPUÉ;ERIKA PATRICIA CABRERA ORTEGA;DIRECTORA.PATRICIA@GMAIL.COM;32-3173278;PATTY.CERNA@GMAIL.COM;;;;ü;;;;;
31446;ESC. ESP. DE LENGUAJE Y JARDIN INFANTIL EL CANELO;Particular Subvencionado;CRECENTE ERRAZURIZ 1276;5;CARTAGENA;PAULA FRANCISCA ROJAS CALVO;ELCANELOCARTAGENA@GMAIL.COM;35-2452672;ELCANELOCARTAGENA@GMAIL.COM;;;;ü;;;;;
31447;ESCUELA ESPECIAL AITUE;Particular Subvencionado;AVDA. JOSE ANGEL ORTUZAR 630;5;SAN ANTONIO;SANDRA JEANETTE MUÑOZ GARRIDO;ESCUELAESPECIALAITUE@GMAIL.COM;35-2239486;ESCUELAESPECIALAITUE@GMAIL.COM;;ü;;;;;;;
31449;ESC. ESP. DE LENG. Y JARDIN NUEVO MUNDO;Particular Subvencionado;BALMACEDA 374;5;QUINTERO;EDITH TERESA CASTRO ORMEÑO;EDITH.CAS.82@GMAIL.COM;32-2930122;ESC.LENGUAJE@HOTMAIL.COM;;;;ü;;;;;
31452;ESCUELA ESPECIAL DE LENGUAJE ARIKI MAU;Particular Subvencionado;PASAJE D ;5;LOS ANDES;NANCY FABIOLA TORRES ZAMORA;NANCYTORRESZAMORA@GMAIL.COM;34-2290248;GISELLEURRUTIA@GMAIL.COM;;;;ü;;;;;
31453;CENTRO DE DIAGNOSTICO Y TRATAMIENTO COMUNICAME;Particular Subvencionado;GABRIEL DAZAROLA ;5;VILLA ALEMANA;PAOLA ALEJANDRA MIÑO DEL VALLE;DIRECTORA@CENTROCOMUNICAME.CL;32-3114314;CENTRO.COMUNICAME@GMAIL.COM;;;;;;ü;;;
31455;ESC. ESP. DE LENGUAJE Y JARDIN INFANTIL PEUMAYEN;Particular Subvencionado;AUGUSTO D`HALMAR VILLA INDEPENDENCIA 925;5;VIÑA DEL MAR;MARÍA ELIANA MARAMBIO ALFARO;CUCAMOCA@HOTMAIL.COM;32-3460356;CUCAMOCA@HOTMAIL.COM;;;;ü;;;;;
31456;ESCUELA ESPECIAL DE LENGUAJE ANGELITOS;Particular Subvencionado;AVDA. PRESIDENTE CARLOS IBAÑEZ DEL CAMPO 1647;5;VIÑA DEL MAR;DANIELLA MARÍA PATRICIA PÉREZ GOLDBERG;JEFATURA.ANGELITOS@GMAIL.COM;-;JEFATURA.INFOESCUELAS@GMAIL.COM;;;;ü;;;;;
31458;ESCUELA ESPECIAL DE LENGUAJE HAKUNA MATATA;Particular Subvencionado;SAN FERNANDO 162;5;SANTA MARÍA;JULIA PAMELA CARVAJAL LEÓN;ESCUELA.MATATA@GMAIL.COM;34-2581079;ESCUELA.HAKUNA@GMAIL.COM;;;;ü;;;;;
31459;ESCUELA ESPECIAL DE LENGUAJE CUMBRES DE LLAY LLAY;Particular Subvencionado;DR. HERMOSILLA ;5;LLAILLAY;MILITZA ALEJANDRA ÁLVAREZ MUÑOZ;ALVAREZMILITZA@HOTMAIL.COM;34-2614880;CARFIVA@GMAIL.COM;;;;ü;;;;;
31460;ESCUELA ESPECIAL DE LENGUAJE PEUMAYEN;Particular Subvencionado;AV. 21 DE MAYO 509;5;QUILLOTA;DOMINIQUE NICOLE TAPIA VERGARA;ESCUELAPEUMAYEN@HOTMAIL.COM;33-2383561;ESCUELAPEUMAYEN@HOTMAIL.COM;;;;ü;;;;;
31461;ESCUELA ESPECIAL DE LENGUAJE NUEVA CALAFQUEN;Particular Subvencionado;AVENIDA LLO-LLEO 141;5;CARTAGENA;REBECA MACARENA NARANJO MUÑOZ;REBECA.NARANJO@NUEVACALAFQUEN.COM;35-2451480;NUEVA.CALAFQUEN@GMAIL.COM;;;;ü;;;;;
31492;ESC. ESP. Nº2411 TESORITOS;Particular Subvencionado;LA GALAXIA 107;13;MAIPÚ;MARGARITA VERÓNICA LEÓN SANTIS;MARGARITA.LEONS@GMAIL.COM;02-8845823;ESCUELADELENGUAJETESORITOS@GMAIL.COM;;;;ü;;;;;
31497;ESCUELA  ESPECIAL CASA  NIDO;Particular Subvencionado;CALLEJON LOYOLA 11;13;EL MONTE;MÓNICA PATRICIA POBLETE MEZA;DIRECCION@ESCUELACASANIDO.CL;09-42457527;DIRECCION@ESCUELACASANIDO.CL;;;;ü;;;;;
31498;ESC. ESPECIAL Nº 2413 LEYENDA DE NIÑOS;Particular Subvencionado;GUILLERMO SUBIABRE 1020;13;HUECHURABA;MIRTHA MARYEL MANUELA FLORES SALAZAR;CSANTANDER_CL@HOTMAIL.COM;02-26253166;BRENDA_RISSO@HOTMAIL.COM;;;;ü;;;;;
31502;ESC ESP PARV ELEFANTE MELODIA, LA GRANJA;Particular Subvencionado; ;13;LA GRANJA;NICOLE ANDREA VALENZUELA ÁLVAREZ;EMELODIADELAGRANJA@GMAIL.COM;02-25263571;emelodiadelagranja@gmail.com;;;;ü;;;;;
31503;ESCUELA ESPECIAL GOTITA BLUE;Particular Subvencionado;JUAN MOYA 974;13;ÑUÑOA;ELIZABETH CÓRDOVA ASTUDILLO;DIMELEJ@GMAIL.COM;02-22727097;ESCUELAGOTITABLUE@GMAIL.COM;;;;ü;;;;;
31505;ESCUELA ESPECIAL BAMBINI INSIEME;Particular Subvencionado;BRIGADIER DE LA CRUZ 918;13;SAN MIGUEL;REINERIA ADRIANA PARRA MUÑOZ;DIRECTORABAMBINI@INSIEME.CL;2-25518940;ESCUELABAMBINIINSIEME@GMAIL.COM;;;;ü;;;;;
31507;ESCUELA  ESPECIAL  TAGORE;Particular Subvencionado;MISAEL ESCUTI 1530;13;MAIPÚ;INGRID FRANCISCA DONOSO ALCÁNTARA;DONOSO7@HOTMAIL.COM;9-30133059;TAGOREESCUELA@GMAIL.COM;;;;ü;;;;;
31508;ESCUELA ESPECIAL DE LENGUAJE NUEVO SOL;Particular Subvencionado;AVDA. SEGUNDA  TRANSVERSAL 4071;13;MAIPÚ;CAROLINA MARGARITA RAMÍREZ CIANI;CARO.RAMIREZCIANI@GMAIL.COM;02-28951210;OSCARGHO@GMAIL.COM;;;;ü;;;;;
31518;ESCUELA ESPECIAL Y DE PÁRVULOS HORMIGUITA 2;Particular Subvencionado;#N/A;13;LA CISTERNA;ROSSANA CECILIA ARRIAGADA VICENCIO;ROSSANAA18@HOTMAIL.COM;02-65275353;rossanaa18@hotmail.com;;;;ü;;;;;
32032;ESCUELA ESPECIAL DE LENGUAJE TORTUGUITA;Particular Subvencionado;#N/A;16;CHILLÁN;XANDRA DE LAS MERCEDES GONZÁLEZ ROJAS;SCJTORTUGUITA@HOTMAIL.COM;42-2423191;escueladelenguajetortuguita@gmail.com;;;;ü;;;;;
32055;ESCUELA ESPECIAL DE LENGUAJE AMANCAY;Particular Subvencionado;#N/A;8;LAJA;IRIS ROXANA MOYANO GONZÁLEZ;IRIS.MOYANO@HOTMAIL.COM;43-2297866;esc.amancaylaja@gmail.com;;;;ü;;;;;
32058;ESCUELA ESPECIAL DE LENGUAJE SANTA TERESA;Particular Subvencionado;#N/A;4;LA SERENA;YOLANDA GRISPINA GÓMEZ TRUJILLO;YOLANDAGOMEZUTP@GMAIL.COM;-;yolandagomezutp@gmail.com;;;;ü;;;;;
32160;ESCUELA ESPECIAL DE LENGUAJE ALTAZOR;Particular Subvencionado;#N/A;6;MOSTAZAL;TAMARA ALEJANDRA FLORES FIGUEROA;DIRECCION.LENGUAJE.ALTAZOR@GMAIL.COM;72-2904625;corp.educ.franciscosembrador@gmail.com;;;;ü;;;;;
40009;CTRO.APOYO A LA EDUC.ESPEC.DE PUTAENDO;Particular Subvencionado;JUAN ROZAS 12600 12.6;5;PUTAENDO;JESSICA DEL CARMEN NÚÑEZ ARAYA;JESS.N.ARAYA@GMAIL.COM;34-2502781;ESCUELAESPECIALPUTAENDO@GMAIL.COM;;ü;;;;;;;
40010;ESCUELA ESPECIAL SANTA TERESITA;Particular Subvencionado;CARRERA 760;5;VALPARAÍSO;CAROLINA ANDREA FERNÁNDEZ HERNÁNDEZ;CFERH@HOTMAIL.COM;32-2255909;ESCUELA.STA_TERESITA@HOTMAIL.COM;;;;ü;;;;;
40013;CTRO.INT.EDUC.ESP.NUEVA SIEMBRA;Particular Subvencionado;AVENIDA QUEBRADA VERDE 265 ;5;VALPARAÍSO;CATALINA FRANCESCA SEPÚLVEDA SEPÚLVEDA;CENTROESPECIALNUEVASIEMBRA@GMAIL.COM;32-2340963;CENTROESPECIALNUEVASIEMBRA@GMAIL.COM;;ü;;;;;;;
